"Journ�e du 01/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	61194	60300	60200	482	0	3543	51412	4390	0	7333	-3	717	-6680	32	1150	-1500	-2502	-1100	-874	-1719	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"	"ND"
"00:15"		59900	59450																														
"00:30"	59674	59500	58700	473	-31	3448	50485	4178	0	7528	-19	771	-7159	34							28	291	153	-3	2858	499	94	5555	1214	758	478	130	161
"00:45"		58500	57700																														
"01:00"	57877	57500	56700	472	-32	3231	50070	4045	0	7136	-932	761	-6876	34	1200	-1500	-2608	-1300	-874	-1774	28	291	153	-3	2861	279	94	5582	963	591	475	126	159
"01:15"		57650	57050																														
"01:30"	57755	57800	57400	473	-31	3240	50425	3967	0	6704	-977	763	-6809	34							28	291	153	-4	2866	284	94	5453	735	515	477	125	160
"01:45"		57700	57300																														
"02:00"	57243	57600	57200	472	-31	3230	50247	3906	0	6385	-979	768	-6755	34	1200	-1500	-2600	-1300	-874	-1467	28	291	152	-3	2860	279	94	5420	752	212	486	123	159
"02:15"		57000	56400																														
"02:30"	56660	56400	55600	472	-31	3224	49890	3822	0	6150	-1057	764	-6574	34							28	291	153	-4	2853	281	94	5261	688	199	479	124	160
"02:45"		55650	54500																														
"03:00"	54376	54900	53400	472	-30	3224	48668	3653	0	5705	-1542	766	-6541	36	1200	-1500	-2487	-1298	-873	-1312	28	291	153	-4	2853	280	94	5185	520	0	480	125	160
"03:15"		54050	52500																														
"03:30"	52640	53200	51600	472	-31	3230	47013	3597	0	5616	-1860	767	-6165	37							28	291	153	-1	2856	280	94	5138	477	0	483	124	159
"03:45"		52500	50750																														
"04:00"	50796	51800	49900	471	-31	3226	46219	3577	0	5624	-2781	739	-6248	38	1200	-1500	-2388	-1296	-874	-978	28	291	152	-1	2855	278	94	5161	463	0	454	124	159
"04:15"		51250	49400																														
"04:30"	49860	50700	48900	472	-31	3234	45092	3552	0	5597	-2956	739	-5840	39							28	291	152	-1	2862	279	94	5166	431	0	454	125	158
"04:45"		50300	48500																														
"05:00"	49040	49900	48100	471	-30	3221	44438	3504	0	5559	-3132	739	-5730	39	1200	-1500	-2310	-1296	-874	-910	28	291	151	-1	2864	264	94	5109	450	0	454	125	159
"05:15"		49750	48150																														
"05:30"	49021	49600	48200	465	-32	3214	44325	3399	0	5646	-3128	739	-5608	39							28	291	146	-1	2866	254	94	5037	609	0	455	125	159
"05:45"		49450	48050																														
"06:00"	48633	49300	47900	467	-29	3212	43968	3356	0	5614	-3122	739	-5570	40	1200	-1499	-2119	-1296	-874	-680	28	291	148	-1	2863	256	94	4986	627	0	455	124	159
"06:15"		49150	47950																														
"06:30"	48923	49000	48000	466	-31	3216	43823	3370	0	5633	-3120	737	-5172	40							28	291	147	-1	2865	257	94	4992	641	0	452	126	158
"06:45"		49000	47950																														
"07:00"	48738	49000	47900	465	-32	3215	43835	3358	0	5538	-3111	730	-5260	39	1174	-1499	-1912	-1297	-874	-448	28	291	146	-1	2864	258	94	4991	546	0	447	125	157
"07:15"		49000	48000																														
"07:30"	48709	49000	48100	464	-32	3219	43260	3322	0	5684	-3131	726	-4803	40							27	291	145	-1	2861	265	94	5085	599	0	445	124	155
"07:45"		49150	48100																														
"08:00"	48781	49300	48100	468	-32	3242	43449	3323	0	5651	-3134	729	-4916	40	-12	-1001	-1679	-1300	-874	-952	28	291	149	-1	2865	284	94	5096	555	0	449	123	156
"08:15"		49100	47850																														
"08:30"	48390	48900	47600	472	-31	3238	43867	3208	0	5803	-3135	727	-5762	40							28	291	153	-1	2866	278	94	5242	561	0	450	122	153
"08:45"		48850	47500																														
"09:00"	48313	48800	47400	472	-33	3247	43994	3033	4	5746	-3132	719	-5740	40	-881	-1001	-1896	-1300	-874	-1804	28	291	153	-1	2871	283	93	5231	515	0	444	121	153
"09:15"		49200	47950																														
"09:30"	48959	49600	48500	471	-32	3252	45046	2973	43	6165	-2429	720	-7252	38							28	291	152	-1	2874	285	93	5244	921	0	446	123	150
"09:45"		50150	48900																														
"10:00"	50170	50700	49300	472	-34	3255	46131	2855	141	6441	-2377	720	-7435	37	-128	-1499	-2130	-1293	-874	-2197	28	291	152	-1	2877	285	93	5419	1022	0	446	122	151
"10:15"		51350	50000																														
"10:30"	50935	52000	50700	472	-33	3256	47132	2703	231	6518	-1883	713	-8174	36							28	291	152	-1	2879	283	93	5473	1044	0	440	121	151
"10:45"		52600	51450																														
"11:00"	52015	53200	52200	472	-32	3253	48085	2560	342	6534	-1529	717	-8388	35	-138	-1499	-2318	-1300	-874	-2173	28	291	153	-1	2876	284	93	5514	1020	0	442	123	151
"11:15"		53700	52700																														
"11:30"	53132	54200	53200	472	-30	3210	48328	2432	450	6603	-644	721	-8412	35							28	291	152	-1	2874	243	94	5510	1093	0	447	123	150
"11:45"		54700	53950																														
"12:00"	54067	55200	54700	472	-30	3239	49096	2342	532	6633	-630	716	-8304	34	990	-1499	-2480	-1300	-874	-2217	28	291	153	-1	2877	270	94	5514	1118	0	443	122	150
"12:15"		55900	55400																														
"12:30"	55605	56600	56100	472	-30	3257	48892	2426	559	7344	-630	717	-7403	34							28	291	153	-1	2877	286	94	5500	1688	156	443	122	152
"12:45"		57350	56750																														
"13:00"	56972	58100	57400	472	-30	3252	49689	2436	611	7909	-630	709	-7448	33	345	-1499	-2404	-1300	-874	-2260	28	291	153	-1	2879	280	94	5611	1961	336	445	120	143
"13:15"		57150	56350																														
"13:30"	55593	56200	55300	472	-30	3251	50178	2205	593	7015	-635	713	-8169	33							28	291	152	-1	2874	285	94	5579	1284	150	446	121	145
"13:45"		55600	54650																														
"14:00"	54210	55000	54000	472	-31	3226	49937	2177	571	6236	-772	715	-8321	34	-778	-1499	-2155	-1300	-874	-2367	28	291	153	-1	2872	261	94	5296	939	0	449	120	145
"14:15"		54500	53750																														
"14:30"	53733	54000	53500	471	-34	3246	50502	2115	528	6118	-623	715	-9307	34							28	291	152	-1	2879	274	94	5259	859	0	447	118	149
"14:45"		53300	52800																														
"15:00"	52313	52600	52100	473	-30	3221	50612	1915	441	6058	-1590	723	-9511	34	-1274	-1500	-2256	-1300	-874	-2479	28	291	153	-1	2876	252	94	5269	789	0	451	122	149
"15:15"		52350	51850																														
"15:30"	51810	52100	51600	473	-30	3244	51364	1587	337	6000	-1763	724	-10127	35							28	291	153	-1	2873	278	94	5220	780	0	449	121	154
"15:45"		51900	51400																														
"16:00"	51555	51700	51200	472	-32	3221	51639	1606	244	5925	-2390	725	-9857	35	-1702	-1499	-1934	-1300	-874	-2498	28	291	153	-1	2878	249	94	5197	728	0	450	119	155
"16:15"		51900	51350																														
"16:30"	51792	52100	51500	472	-31	3218	51873	1424	129	6059	-1984	725	-10094	34							28	291	152	-1	2885	241	94	5236	822	0	452	114	158
"16:45"		52550	51900																														
"17:00"	52700	53000	52300	473	-34	3235	52325	1338	31	6264	-1747	721	-9906	34	-1518	-1499	-2443	-1220	-874	-2313	28	291	153	-1	2884	257	94	5271	993	0	447	116	157
"17:15"		54450	53700																														
"17:30"	55491	55900	55100	472	-45	3249	53172	1343	1	7059	-626	716	-9851	33							28	291	152	-1	2888	268	94	5422	1636	0	443	116	156
"17:45"		57250	56400																														
"18:00"	58621	58600	57700	471	-48	3253	53078	1419	0	8997	-10	707	-9247	31	-601	-1499	-2577	-1100	-874	-2314	28	291	151	-1	2891	269	94	5669	2566	761	444	115	146
"18:15"		59200	58100																														
"18:30"	59848	59800	58500	468	-56	3248	53905	1586	0	9188	-10	708	-9191	31							28	291	149	-1	2894	260	94	5824	2639	723	444	117	146
"18:45"		60400	59150																														
"19:00"	61058	61000	59800	467	-46	3264	53985	1639	0	10187	-11	707	-9134	30	-136	-1499	-2278	-1100	-874	-2311	28	291	147	-1	2901	270	94	5978	3123	1085	442	117	147
"19:15"		61350	60200																														
"19:30"	61771	61700	60600	465	-63	3248	53932	1775	0	10120	-9	712	-8409	30							27	291	146	-1	2905	251	93	6047	2780	1292	447	116	147
"19:45"		61550	60500																														
"20:00"	61610	61400	60400	465	-59	3263	53931	1856	0	9893	-10	723	-8453	31	-165	-1499	-2318	-1100	-874	-2209	28	291	146	-1	2905	264	93	6040	2596	1256	445	120	157
"20:15"		61150	60150																														
"20:30"	60854	60900	59900	471	-64	3275	53980	1887	0	8844	-11	723	-8252	31							28	291	152	-1	2913	268	93	6065	1833	945	444	121	157
"20:45"		60600	59550																														
"21:00"	59977	60300	59200	471	-61	3272	54029	1808	0	8167	-10	719	-8417	31	-744	-1499	-2621	-1100	-874	-2099	28	291	151	-1	2910	269	93	5989	1282	894	443	120	156
"21:15"		59650	58650																														
"21:30"	58752	59000	58100	471	-63	3274	54182	1848	0	7690	-216	716	-9150	32							28	291	151	-1	2916	265	93	5726	989	974	439	121	154
"21:45"		58450	57650																														
"22:00"	57722	57900	57200	471	-57	3271	53982	1872	0	6922	-422	723	-9040	32	746	-1499	-2622	-1100	-874	-2194	28	291	152	-1	2919	258	93	5664	987	270	440	127	155
"22:15"		58550	57850																														
"22:30"	58616	59200	58500	471	-66	3276	53539	1884	0	6780	-470	727	-7526	33							28	291	151	-1	2922	262	93	5631	941	207	442	131	153
"22:45"		60400	59750																														
"23:00"	61449	61600	61000	472	-69	3269	54529	1839	0	8222	-269	719	-7264	31	2015	-1500	-2576	-1100	-874	-2083	28	291	152	-1	2923	254	93	5602	1728	892	436	129	153
"23:15"		60600	60100																														
"23:30"	60291	59600	59200	471	-71	3260	53385	1874	0	7097	-372	724	-6077	32							27	291	152	-1	2925	243	93	5457	1186	453	444	127	152
"23:45"		59250	59050																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 02/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	60074	58900	59500	470	-70	3276	53851	1832	0	6906	-500	729	-6422	32	1191	-1500	-2600	-1100	-874	-1889	28	291	151	-1	2926	258	93	5438	1319	148	449	127	152
"00:15"		58200	58500																														
"00:30"	58522	57500	57500	470	-76	3274	53484	1692	0	6765	-1028	726	-6787	33							28	291	151	-1	2929	253	93	5479	1245	40	445	127	153
"00:45"		56400	56400																														
"01:00"	55985	55300	55300	471	-70	3288	53038	1668	0	6642	-2307	727	-7472	34	1191	-1500	-2625	-1300	-874	-1748	28	291	152	-1	2929	266	93	5436	1206	0	445	129	153
"01:15"		55500	55650																														
"01:30"	56048	55700	56000	471	-79	3283	53056	1705	0	6525	-2767	729	-6876	34							28	291	152	-1	2930	260	93	5451	1074	0	448	128	152
"01:45"		55800	55950																														
"02:00"	55736	55900	55900	471	-78	3284	52741	1741	0	6303	-2447	722	-7002	34	1040	-1500	-2625	-1300	-874	-1615	28	291	152	-1	2929	262	93	5461	842	0	443	126	152
"02:15"		55400	55250																														
"02:30"	55512	54900	54600	471	-84	3291	52910	1777	0	6029	-2707	719	-6894	34							28	291	152	-1	2929	269	93	5448	580	0	445	125	149
"02:45"		54100	53800																														
"03:00"	53626	53300	53000	471	-83	3272	51762	1759	0	6024	-2780	722	-7521	35	-446	-1500	-2588	-1300	-874	-1643	28	291	152	-1	2921	258	93	5471	552	0	448	125	149
"03:15"		52650	52500																														
"03:30"	52670	52000	52000	471	-93	3275	52007	1669	0	6068	-3034	718	-8411	35							27	291	152	-1	2922	260	93	5465	603	0	444	123	149
"03:45"		51450	51650																														
"04:00"	51940	50900	51300	470	-85	3240	51511	1585	0	6083	-3143	721	-8443	35	-752	-1500	-2650	-1300	-874	-1595	27	291	151	-1	2917	231	93	5490	593	0	448	124	148
"04:15"		51050	51450																														
"04:30"	52000	51200	51600	467	-98	3272	51913	1517	0	6163	-3120	721	-8835	35							28	291	147	-1	2918	262	93	5551	612	0	451	123	147
"04:45"		51700	52000																														
"05:00"	52467	52200	52400	465	-83	3268	52282	1462	0	6222	-3044	720	-8825	35	-550	-1500	-2580	-1300	-874	-1623	27	291	146	-1	2914	261	93	5525	696	0	452	119	147
"05:15"		52900	53250																														
"05:30"	54217	53600	54100	465	-71	3273	52875	1444	0	6360	-2409	717	-8438	34							28	291	146	-1	2915	264	93	5516	844	0	448	121	147
"05:45"		54400	54900																														
"06:00"	55817	55200	55700	466	62	3283	54285	1421	0	6341	-2213	713	-8541	34	-1426	-1500	-2600	-853	-874	-1277	28	291	146	-1	2926	264	93	5499	842	0	445	120	146
"06:15"		56550	57400																														
"06:30"	58477	57900	59100	467	178	3265	55286	1380	0	6702	-1445	707	-8065	35							28	291	148	-1	2912	260	93	5668	1033	0	441	119	146
"06:45"		58850	59950																														
"07:00"	60786	59800	60800	468	309	3270	56546	1298	0	7158	-715	704	-8253	35	357	-1500	-2600	-1100	-874	-1706	28	291	149	-1	2922	255	93	5701	1457	0	439	119	145
"07:15"		61150	62100																														
"07:30"	63299	62500	63400	471	424	3240	56499	1297	0	7568	-490	695	-6407	36							27	291	152	-1	2916	232	93	5813	1754	0	427	121	146
"07:45"		63800	64500																														
"08:00"	65500	65100	65600	471	552	3259	57195	1296	0	9010	-28	703	-6959	37	665	-1499	-2600	-527	-874	-1817	27	291	152	-1	2918	248	93	5917	2868	225	436	119	147
"08:15"		65850	66100																														
"08:30"	66849	66600	66600	470	838	3234	56949	1281	0	10357	-26	702	-6958	40							27	291	151	-1	2905	237	93	6114	3373	869	434	121	146
"08:45"		67250	67000																														
"09:00"	67682	67900	67400	471	988	3294	57036	1214	45	10789	-27	701	-6831	41	2342	-1500	-2580	-1100	-874	-1820	27	291	152	-1	2919	282	93	6219	3116	1454	432	122	145
"09:15"		68750	68000																														
"09:30"	68604	69600	68600	472	1123	3288	56815	1112	188	10720	-27	693	-5782	43							27	291	153	-1	2916	278	93	6452	2833	1434	424	123	145
"09:45"		69850	68800																														
"10:00"	69360	70100	69000	471	1232	3267	57164	1040	385	10799	-27	704	-5677	44	2336	-1499	-2680	-1100	-874	-1154	27	291	152	-1	2907	267	93	6454	2870	1473	428	127	148
"10:15"		70550	69200																														
"10:30"	69763	71000	69400	472	1372	3234	57159	1026	616	10299	-38	704	-5085	46							28	291	152	-1	2896	245	93	6499	2843	956	431	122	151
"10:45"		70900	69550																														
"11:00"	69823	70800	69700	472	1419	3222	57184	998	805	10210	-53	704	-5141	46	2455	-1500	-2999	-1063	-874	-664	27	291	153	-1	2900	230	93	6581	2643	986	428	125	150
"11:15"		71300	69800																														
"11:30"	70216	71800	69900	471	1414	3268	57183	930	1009	10240	-56	700	-4945	46							27	291	152	-1	2920	257	93	6562	2501	1175	419	127	153
"11:45"		72250	70500																														
"12:00"	70726	72700	71100	471	1332	3285	57226	916	1125	10461	-53	702	-4742	45	2445	-1500	-3030	-1100	-874	-1116	28	291	152	-1	2932	260	93	6655	2506	1299	428	123	151
"12:15"		72350	70900																														
"12:30"	70797	72000	70700	470	1167	3299	56984	954	1250	11284	-4	699	-5310	43							28	291	151	-1	2935	272	93	6649	2761	1874	422	122	155
"12:45"		72550	71150																														
"13:00"	71065	73100	71600	471	1333	3267	57194	972	1296	11189	-5	699	-5354	44	2381	-1500	-3022	-1100	-874	-1207	28	291	152	-1	2915	259	94	6626	2785	1777	427	117	153
"13:15"		72200	70450																														
"13:30"	69608	71300	69300	470	1347	3293	57102	998	1310	9976	-5	708	-5594	46							28	291	151	-2	2922	279	94	6427	2399	1149	432	122	153
"13:45"		71200	69050																														
"14:00"	68981	71100	68800	471	1378	3239	57235	999	1205	9029	-7	713	-5284	46	2216	-1500	-2880	-1100	-874	-1122	27	291	152	-1	2917	229	94	6404	2018	606	435	122	154
"14:15"		70750	68450																														
"14:30"	68401	70400	68100	469	1590	3252	57177	1025	1101	8643	-7	717	-5571	49							25	291	153	-1	2915	245	94	6143	1976	523	434	126	157
"14:45"		69750	67400																														
"15:00"	66745	69100	66700	485	1406	3214	56692	1048	941	7810	-6	708	-5554	48	2428	-1500	-2975	-1100	-874	-1748	27	291	166	-1	2899	222	94	5960	1646	202	432	121	154
"15:15"		68750	66250																														
"15:30"	65862	68400	65800	480	1554	3235	56575	1061	691	7506	-7	711	-5947	50							27	291	161	-1	2894	248	94	5992	1300	213	433	123	155
"15:45"		68150	65750																														
"16:00"	65314	67900	65700	479	1610	3228	56469	1086	488	7265	-7	714	-6020	51	1201	-1500	-2752	-1100	-874	-2277	28	291	159	-1	2904	231	94	5967	1235	63	434	123	156
"16:15"		67800	65800																														
"16:30"	65353	67700	65900	479	1653	3264	57158	1129	250	8386	-7	713	-7674	51							27	291	160	-1	2918	253	94	6111	1602	672	432	122	158
"16:45"		68000	66350																														
"17:00"	66221	68300	66800	479	1663	3315	57343	1216	74	8846	-7	708	-7419	51	774	-1500	-2853	-649	-874	-2105	28	291	160	-1	2926	296	94	6120	1821	905	433	118	156
"17:15"		69650	68350																														
"17:30"	68739	71000	69900	475	1842	3320	57454	1261	5	10968	-7	713	-7295	52							28	291	156	-1	2933	294	94	6453	2586	1929	433	123	156
"17:45"		72150	71250																														
"18:00"	71924	73300	72600	474	2029	3341	57603	1365	0	13467	-5	713	-7065	52	1947	-1500	-2553	-138	-874	-1720	28	291	154	-1	2934	313	94	6750	3780	2936	436	120	156
"18:15"		73400	72850																														
"18:30"	73099	73500	73100	473	1870	3455	57488	1470	0	12610	-5	703	-4967	51							28	291	154	-1	2933	429	94	6854	3497	2259	430	115	157
"18:45"		74000	73800																														
"19:00"	74504	74500	74500	473	1902	3512	57582	1618	0	13532	-5	707	-4819	51	2082	-1500	-2251	-649	-874	-1430	27	291	154	-1	2938	481	94	6863	3932	2736	432	116	158
"19:15"		74000	74050																														
"19:30"	73835	73500	73600	473	1553	3520	57536	1665	0	13091	-7	716	-4713	47							27	291	154	-1	2939	487	94	6843	3626	2621	437	119	159
"19:45"		72800	72950																														
"20:00"	72250	72100	72300	480	1423	3516	57433	1759	0	11691	-4	702	-4751	47	2092	-1500	-2602	-773	-874	-1529	27	291	161	-1	2938	485	94	6728	2953	2009	436	118	147
"20:15"		71250	71450																														
"20:30"	70036	70400	70600	484	1385	3518	57162	1756	0	10304	-6	703	-5272	47							28	291	164	-1	2938	486	94	6554	2488	1262	436	120	146
"20:45"		69500	69650																														
"21:00"	68012	68600	68700	483	1246	3523	56500	1842	0	9006	-6	701	-5286	47	2134	-1500	-2727	-1100	-874	-1725	28	291	164	-1	2939	491	94	6478	1941	586	437	118	145
"21:15"		67850	67900																														
"21:30"	66149	67100	67100	484	1111	3492	56585	2013	0	7801	-6	711	-6044	46							27	291	165	-1	2928	471	94	6061	1483	256	442	123	144
"21:45"		66400	66350																														
"22:00"	64478	65700	65600	485	932	3508	55948	2048	0	7453	-212	698	-6383	44	2417	-1500	-2716	-1100	-874	-2013	27	291	166	-1	2926	489	94	5946	1325	181	436	117	145
"22:15"		66350	66350																														
"22:30"	65117	67000	67100	485	958	3493	56127	1975	0	7598	-218	713	-6017	44							28	291	165	-1	2935	464	94	5972	1439	187	443	118	150
"22:45"		67600	67950																														
"23:00"	67437	68200	68800	484	1045	3533	56533	2002	0	8863	-56	715	-5685	44	2229	-1500	-2701	-1100	-874	-1667	28	291	165	-1	2948	492	94	6190	2390	282	440	121	153
"23:15"		67350	67900																														
"23:30"	66461	66500	67000	484	1021	3532	55641	2029	0	8909	-63	720	-5814	45							28	291	164	-1	2950	489	94	5974	2806	128	444	123	152
"23:45"		66250	66500																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 03/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	66174	66000	65300	484	1012	3519	55508	2023	0	8675	-65	728	-5710	45	1800	-1500	-2396	-1100	-867	-1482	27	291	164	-1	2949	477	94	5931	2613	129	448	122	157
"00:15"		65200	64050																														
"00:30"	64040	64400	62800	485	966	3336	55141	2049	0	7393	-120	726	-5938	44							28	291	165	-1	2948	295	94	5702	1691	0	442	126	157
"00:45"		63300	61800																														
"01:00"	61350	62200	60800	484	909	3258	54688	2143	0	6766	-1554	729	-6074	45	1800	-1500	-2005	-1296	-867	-1709	28	291	164	-1	2949	216	94	5504	1262	0	446	125	157
"01:15"		62400	60700																														
"01:30"	61134	62600	60600	484	845	3289	55081	2100	0	6529	-2136	727	-5787	45							28	291	165	-1	2950	246	94	5399	1130	0	443	126	157
"01:45"		62450	60500																														
"02:00"	60507	62300	60400	484	713	3267	54897	2034	0	6503	-2138	727	-5983	43	1800	-1500	-2555	-1300	-867	-1711	28	291	164	-1	2947	227	94	5451	1052	0	445	125	156
"02:15"		61650	59750																														
"02:30"	60143	61000	59100	484	742	3291	55333	1947	0	6606	-2637	730	-6354	43							28	291	165	-1	2943	254	94	5512	1094	0	444	128	156
"02:45"		60150	58200																														
"03:00"	58199	59300	57300	483	755	3284	54201	1939	0	6129	-2964	735	-6365	45	1500	-1500	-2600	-1300	-867	-1627	28	291	164	-1	2941	249	94	5474	655	0	441	137	155
"03:15"		58650	56700																														
"03:30"	56984	58000	56100	483	774	3290	53080	2028	0	6101	-2974	731	-6529	46							28	291	164	-1	2945	252	94	5474	628	0	444	131	155
"03:45"		57300	55650																														
"04:00"	55804	56600	55200	484	764	3285	52122	2045	0	6094	-2992	730	-6729	46	1216	-1500	-2660	-1295	-867	-1550	28	291	164	-1	2944	248	94	5464	630	0	442	132	155
"04:15"		56650	55150																														
"04:30"	55715	56700	55100	483	756	3291	52059	1997	0	6076	-2669	728	-7007	46							28	291	164	-1	2940	258	94	5443	633	0	442	129	156
"04:45"		56850	55200																														
"05:00"	55932	57000	55300	483	819	3292	51983	2004	0	6107	-2654	728	-6833	47	1500	-1500	-2600	-1125	-867	-1655	28	291	163	-1	2940	259	94	5448	659	0	443	129	155
"05:15"		57700	56250																														
"05:30"	57573	58400	57200	483	935	3288	52971	1953	0	6155	-2641	728	-6299	48							28	291	163	-1	2940	255	94	5450	705	0	445	126	156
"05:45"		59150	57950																														
"06:00"	59021	59900	58700	483	1021	3296	54539	1937	0	6132	-2624	720	-6484	48	1500	-1361	-2550	-397	-867	-1804	28	291	163	-1	2938	263	95	5436	697	0	437	126	155
"06:15"		61150	60100																														
"06:30"	61942	62400	61500	482	1168	3223	55620	1911	0	6831	-2281	724	-5737	48							28	291	163	-1	2923	206	95	5514	1317	0	438	128	157
"06:45"		63450	62750																														
"07:00"	64130	64500	64000	482	1442	3460	55965	1960	0	7274	-1450	722	-5727	52	1500	-999	-2353	-797	-867	-1487	28	291	163	-1	2918	447	95	5598	1676	0	438	127	157
"07:15"		65900	65150																														
"07:30"	66737	67300	66300	483	1617	3438	55879	1964	0	8111	-350	720	-5126	52							28	291	163	-1	2894	448	96	5956	2155	0	438	126	155
"07:45"		68600	67400																														
"08:00"	68769	69900	68500	483	1828	3469	56320	1977	0	9049	-26	717	-5049	54	1500	-475	-2600	-697	-867	-1478	28	291	163	-1	2912	460	97	5963	2666	419	435	127	154
"08:15"		70450	68900																														
"08:30"	69855	71000	69300	483	1985	3479	56372	1837	1	9945	-4	712	-4957	55							28	291	163	-1	2915	467	97	6013	3119	812	432	127	152
"08:45"		71400	69550																														
"09:00"	70261	71800	69800	484	2062	3500	56187	1737	61	10453	-5	711	-4932	56	1500	-791	-2600	-844	-867	-1537	28	291	165	-1	2909	495	97	6145	3385	922	433	125	152
"09:15"		72300	70050																														
"09:30"	70978	72800	70300	484	2251	3514	56397	1670	183	11214	-4	723	-5456	58							28	291	164	-1	2897	520	97	6307	3829	1077	446	122	153
"09:45"		73200	70450																														
"10:00"	71499	73600	70600	482	2393	3499	56255	1634	347	11458	-5	719	-5285	59	1500	-890	-2600	-511	-867	-1356	28	291	163	-1	2880	522	97	6241	3656	1560	443	122	153
"10:15"		73900	71050																														
"10:30"	71941	74200	71500	479	2444	3513	56171	1583	517	11327	-5	716	-4807	60							27	291	160	-1	2891	526	97	6320	3522	1484	439	125	152
"10:45"		74300	71350																														
"11:00"	71873	74400	71200	481	2609	3558	55941	1562	672	11030	-33	718	-4667	62	1200	-1000	-2600	-232	-867	-1142	28	291	162	-1	2939	522	97	6386	3222	1420	438	127	152
"11:15"		74600	71550																														
"11:30"	72385	74800	71900	480	2637	3561	55887	1490	796	11691	-56	724	-4828	62							28	291	161	-1	2933	531	97	6461	3653	1576	442	128	153
"11:45"		75100	72400																														
"12:00"	72740	75400	72900	480	2707	3571	55718	1528	896	11863	-57	741	-4709	63	1200	-1000	-2600	-976	-839	-1237	28	291	160	-1	2935	539	97	6500	3563	1798	455	131	155
"12:15"		74750	72550																														
"12:30"	72510	74100	72200	480	2680	3510	55711	1498	969	12626	-58	743	-5651	62							28	291	160	-1	2888	525	97	6510	3837	2279	459	128	155
"12:45"		74650	72650																														
"13:00"	72579	75200	73100	481	2673	3503	55608	1441	993	12625	-8	748	-5488	62	1200	-1000	-2698	-1072	-839	-1226	28	291	161	-1	2884	522	97	6520	4073	2030	460	130	157
"13:15"		74200	72050																														
"13:30"	71543	73200	71000	480	2676	3505	55723	1383	1003	11853	-4	752	-5832	62							28	291	160	-1	2884	524	97	6332	3533	1987	463	132	156
"13:45"		72850	70750																														
"14:00"	70738	72500	70500	479	2654	3497	55595	1349	943	11241	-4	754	-5773	63	1500	-1000	-2698	-1100	-867	-1171	28	291	159	-1	2868	532	97	6310	3194	1736	463	133	156
"14:15"		72150	70150																														
